RUN_TIME,TIME_INTERVAL,RESOURCE_NAME,REGION_NAME,RESOURCE_TYPE,FUEL_TYPE,ZONE_ID,PARTICIPANT_ID,MW,LMP,LOSS_FACTOR,LMP_SMP,LMP_LOSS,LMP_CONGESTION
2020-10-05 14:00,2020-10-05 14:05,00ACCT_01,CLUZ,G,,,,0,31753.6021650182,1.00777196884155,32000.0021818182,-246.400016800001,0
2020-10-05 14:00,2020-10-05 14:05,00BATT_01,CLUZ,G,,,,0,31753.6021650182,1.00777196884155,32000.0021818182,-246.400016800001,0
2020-10-05 14:00,2020-10-05 14:05,00BATT_02,CLUZ,G,,,,0,31753.6021650182,1.00777196884155,32000.0021818182,-246.400016800001,0
2020-10-05 14:00,2020-10-05 14:05,00COAL_01,CLUZ,G,,,,0,31753.6021650182,1.00777196884155,32000.0021818182,-246.400016800001,0
2020-10-05 14:00,2020-10-05 14:05,00COAL_02,CLUZ,G,,,,0,31753.6021650182,1.00777196884155,32000.0021818182,-246.400016800001,0
2020-10-05 14:00,2020-10-05 14:05,00DCCT_GT,CLUZ,G,,,,0,31753.6021650182,1.00777196884155,32000.0021818182,-246.400016800001,0
2020-10-05 14:00,2020-10-05 14:05,00DCCT_ST,CLUZ,G,,,,0,31753.6021650182,1.00777196884155,32000.0021818182,-246.400016800001,0
2020-10-05 14:00,2020-10-05 14:05,00DIESEL_01,CLUZ,G,,,,0,31753.6021650182,1.00777196884155,32000.0021818182,-246.400016800001,0
2020-10-05 14:00,2020-10-05 14:05,00DIESEL_02,CLUZ,G,,,,0,31753.6021650182,1.00777196884155,32000.0021818182,-246.400016800001,0
2020-10-05 14:00,2020-10-05 14:05,00HYDRO_01,CLUZ,G,,,,0,31753.6021650182,1.00777196884155,32000.0021818182,-246.400016800001,0
2020-10-05 14:00,2020-10-05 14:05,00HYDRO_02,CLUZ,G,,,,0,31753.6021650182,1.00777196884155,32000.0021818182,-246.400016800001,0
2020-10-05 14:00,2020-10-05 14:05,00LOAD_01,CLUZ,NL,,,,0,31753.6021650182,1.00777196884155,32000.0021818182,-246.400016800001,0
2020-10-05 14:00,2020-10-05 14:05,00PUMP_01,CLUZ,PS,,,,0,31753.6021650182,1.00777196884155,32000.0021818182,-246.400016800001,0
2020-10-05 14:00,2020-10-05 14:05,00PUMP_02,CLUZ,PS,,,,0,31753.6021650182,1.00777196884155,32000.0021818182,-246.400016800001,0
2020-10-05 14:00,2020-10-05 14:05,00ROR_01,CLUZ,G,,,,0,31753.6021650182,1.00777196884155,32000.0021818182,-246.400016800001,0
2020-10-05 14:00,2020-10-05 14:05,00ROR_02,CLUZ,G,,,,0,31753.6021650182,1.00777196884155,32000.0021818182,-246.400016800001,0
2020-10-05 14:00,2020-10-05 14:05,00SOLAR_01,CLUZ,G,,,,0,31753.6021650182,1.00777196884155,32000.0021818182,-246.400016800001,0
2020-10-05 14:00,2020-10-05 14:05,00WIND_01,CLUZ,G,,,,0,31753.6021650182,1.00777196884155,32000.0021818182,-246.400016800001,0
2020-10-05 14:00,2020-10-05 14:05,01ACNPC_G01,CLUZ,G,BIOMASS,NLUZON,ACNPC,0,32659.2022267636,0.979843616485596,32000.0021818182,659.200044945453,0
2020-10-05 14:00,2020-10-05 14:05,01AEC_L01,CLUZ,NL,NONE,NLUZON,.WESM,-56,32656.0022265455,0.979901552200317,32000.0021818182,656.000044727272,0
2020-10-05 14:00,2020-10-05 14:05,01AMBUK_SS,CLUZ,NL,NONE,NLUZON,.WESM,0,32604.8022230545,0.981451749801636,32000.0021818182,604.800041236361,0
2020-10-05 14:00,2020-10-05 14:05,01AMBUK_T1L1,CLUZ,NL,NONE,NLUZON,.WESM,0,32604.8022230545,0.981451749801636,32000.0021818182,604.800041236361,0
2020-10-05 14:00,2020-10-05 14:05,01AMBUK_U01,CLUZ,G,HYDRO,NLUZON,AMBUKLAO HEP,24,32595.2022224,0.981727957725525,32000.0021818182,595.200040581817,0
2020-10-05 14:00,2020-10-05 14:05,01AMBUK_U02,CLUZ,G,HYDRO,NLUZON,AMBUKLAO HEP,5,32601.6022228364,0.981514930725098,32000.0021818182,601.60004101818,0
2020-10-05 14:00,2020-10-05 14:05,01AMBUK_U03,CLUZ,G,HYDRO,NLUZON,AMBUKLAO HEP,5,32601.6022228364,0.98151308298111,32000.0021818182,601.60004101818,0
2020-10-05 14:00,2020-10-05 14:05,01AMPHAW_G01,CLUZ,G,,,,8,32553.6022195636,0.983033180236816,32000.0021818182,553.600037745457,0
2020-10-05 14:00,2020-10-05 14:05,01ANDA_G01,CLUZ,G,COAL,NLUZON,ANDA POWER,72,32656.0022265455,0.979901552200317,32000.0021818182,656.000044727272,0
2020-10-05 14:00,2020-10-05 14:05,01ANGAT_A,CLUZ,G,HYDRO,NLUZON,ANGAT HEP,9.9,32118.4021898909,0.996309161186218,32000.0021818182,118.400008072728,0
2020-10-05 14:00,2020-10-05 14:05,01ANGAT_M,CLUZ,G,HYDRO,NLUZON,ANGAT HEP,75,32121.6021901091,0.99623167514801,32000.0021818182,121.60000829091,0
2020-10-05 14:00,2020-10-05 14:05,01ANGAT_SS,CLUZ,NL,NONE,NLUZON,.WESM,0,32134.4021909818,0.99583911895752,32000.0021818182,134.400009163636,0
2020-10-05 14:00,2020-10-05 14:05,01ANGAT_T5L1,CLUZ,NL,NONE,NLUZON,.WESM,0,32000.0021818182,1,32000.0021818182,0,0
2020-10-05 14:00,2020-10-05 14:05,01APEC_G01,CLUZ,G,COAL,NLUZON,APEC,20.1,32656.0022265455,0.979901552200317,32000.0021818182,656.000044727272,0
2020-10-05 14:00,2020-10-05 14:05,01ARMSOL_G01,CLUZ,G,SOLAR,NLUZON,NV VOGT,5.2,32659.2022267636,0.979843616485596,32000.0021818182,659.200044945453,0
2020-10-05 14:00,2020-10-05 14:05,01BAKSIP_G01,CLUZ,G,,,,11.8,32553.6022195636,0.983033180236816,32000.0021818182,553.600037745457,0
2020-10-05 14:00,2020-10-05 14:05,01BAKUN_G01,CLUZ,G,HYDRO,NLUZON,BAKUN HEP,48,32182.4021942545,0.994336843490601,32000.0021818182,182.400012436365,0
2020-10-05 14:00,2020-10-05 14:05,01BAKUN_SS,CLUZ,NL,NONE,NLUZON,.WESM,0,32185.6021944727,0.994267284870148,32000.0021818182,185.600012654546,0
2020-10-05 14:00,2020-10-05 14:05,01BALNEO_L01,CLUZ,NL,NONE,NLUZON,.WESM,-35.1162,31849.6021715636,1.00477027893066,32000.0021818182,-150.400010254547,0
2020-10-05 14:00,2020-10-05 14:05,01BALNEO_SS,CLUZ,NL,NONE,NLUZON,.WESM,0,31753.6021650182,1.00777196884155,32000.0021818182,-246.400016800001,0
