RUN_TIME,TIME_INTERVAL,RESOURCE_NAME,REGION_NAME,RESOURCE_TYPE,FUEL_TYPE,ZONE_ID,PARTICIPANT_ID,MW,LMP,LOSS_FACTOR,LMP_SMP,LMP_LOSS,LMP_CONGESTION
2020-10-05 13:05,2020-10-05 13:10,00ACCT_01,CLUZ,G,,,,0,2061.82750339355,1.01231682300568,2087.29247154641,-25.4649681528662,0
2020-10-05 13:05,2020-10-05 13:10,00BATT_01,CLUZ,G,,,,0,2061.82750339355,1.01231682300568,2087.29247154641,-25.4649681528662,0
2020-10-05 13:05,2020-10-05 13:10,00BATT_02,CLUZ,G,,,,0,2061.82750339355,1.01231682300568,2087.29247154641,-25.4649681528662,0
2020-10-05 13:05,2020-10-05 13:10,00COAL_01,CLUZ,G,,,,0,2061.82750339355,1.01231682300568,2087.29247154641,-25.4649681528662,0
2020-10-05 13:05,2020-10-05 13:10,00COAL_02,CLUZ,G,,,,0,2061.82750339355,1.01231682300568,2087.29247154641,-25.4649681528662,0
2020-10-05 13:05,2020-10-05 13:10,00DCCT_GT,CLUZ,G,,,,0,2061.82750339355,1.01231682300568,2087.29247154641,-25.4649681528662,0
2020-10-05 13:05,2020-10-05 13:10,00DCCT_ST,CLUZ,G,,,,0,2061.82750339355,1.01231682300568,2087.29247154641,-25.4649681528662,0
2020-10-05 13:05,2020-10-05 13:10,00DIESEL_01,CLUZ,G,,,,0,2061.82750339355,1.01231682300568,2087.29247154641,-25.4649681528662,0
2020-10-05 13:05,2020-10-05 13:10,00DIESEL_02,CLUZ,G,,,,0,2061.82750339355,1.01231682300568,2087.29247154641,-25.4649681528662,0
2020-10-05 13:05,2020-10-05 13:10,00HYDRO_01,CLUZ,G,,,,0,2061.82750339355,1.01231682300568,2087.29247154641,-25.4649681528662,0
2020-10-05 13:05,2020-10-05 13:10,00HYDRO_02,CLUZ,G,,,,0,2061.82750339355,1.01231682300568,2087.29247154641,-25.4649681528662,0
2020-10-05 13:05,2020-10-05 13:10,00LOAD_01,CLUZ,NL,,,,0,2061.82750339355,1.01231682300568,2087.29247154641,-25.4649681528662,0
2020-10-05 13:05,2020-10-05 13:10,00PUMP_01,CLUZ,PS,,,,0,2061.82750339355,1.01231682300568,2087.29247154641,-25.4649681528662,0
2020-10-05 13:05,2020-10-05 13:10,00PUMP_02,CLUZ,PS,,,,0,2061.82750339355,1.01231682300568,2087.29247154641,-25.4649681528662,0
